status,card_present_flag,txn_description,merchant_id,balance,date,gender,age,merchant_suburb,merchant_state,transaction_date_time,amount,customer_id,movement,customer_longitude,customer_latitude,merchant_longitude,merchant_latitude
posted,0,PAY/SALARY,,3060.28,2018-08-27,F,40,,,2018-08-27 11:00:00+00:00,892.09,CUS-1614226872,credit,153.10,-27.66,,
posted,0,INTER BANK,,107484.34,2018-08-27,M,42,,,2018-08-27 11:00:00+00:00,197.0,CUS-2819545904,debit,148.16,-23.52,,
posted,0,PAYMENT,,34741.29,2018-08-27,M,38,,,2018-08-27 11:00:00+00:00,42.0,CUS-3249305314,debit,151.27,-33.90,,
posted,0,PAY/SALARY,,3414.87,2018-08-27,F,26,,,2018-08-27 11:00:00+00:00,1843.14,CUS-331942311,credit,151.27,-33.85,,
authorized,1,SALES-POS,535ea858-8516-4f9e-9467-498cee9d2dd3,1527.87,2018-08-27,F,24,Campbellfield,VIC,2018-08-27 11:16:05+00:00,36.41,CUS-3378712515,debit,145.45,-37.74,144.97,-37.67
authorized,1,SALES-POS,6a994815-187b-4c67-9dd8-b51ff0292ca8,2909.0,2018-08-27,F,27,Balcatta,WA,2018-08-27 11:40:29+00:00,20.67,CUS-3026014945,debit,116.06,-32.00,115.81,-31.87
posted,0,PAYMENT,,7754.22,2018-08-27,M,39,,,2018-08-27 12:00:00+00:00,81.0,CUS-1790886359,debit,145.17,-37.84,,
posted,0,PAY/SALARY,,5310.91,2018-08-27,M,20,,,2018-08-27 12:00:00+00:00,1640.83,CUS-2484453271,credit,145.23,-37.86,,
posted,0,PAY/SALARY,,4298.18,2018-08-27,F,35,,,2018-08-27 12:00:00+00:00,862.95,CUS-2650223890,credit,138.69,-34.84,,
authorized,0,SALES-POS,996dfa41-bc48-4faa-aef3-b4366784b273,1439.35,2018-08-27,F,26,Southport,QLD,2018-08-27 12:04:39+00:00,3.75,CUS-2487424745,debit,153.41,-27.95,153.42,-27.97
authorized,1,SALES-POS,b7a01aea-e488-47b1-9067-d8fb32a49f0d,2213.68,2018-08-27,M,31,Freshwater,NSW,2018-08-27 12:27:54+00:00,28.15,CUS-3129499595,debit,150.92,-33.77,151.29,-33.78
authorized,1,POS,3c460b16-7101-4147-acfa-2d689aa02f0f,7517.77,2018-08-27,F,19,Dandenong,VIC,2018-08-27 12:51:09+00:00,18.38,CUS-3174332735,debit,144.66,-37.91,145.23,-37.99
posted,0,PAY/SALARY,,5409.34,2018-08-27,M,31,,,2018-08-27 13:00:00+00:00,2886.52,CUS-2083971310,credit,151.11,-33.99,,
posted,0,PAY/SALARY,,8607.25,2018-08-27,M,43,,,2018-08-27 13:00:00+00:00,2588.01,CUS-3142625864,credit,145.16,-37.84,,
posted,0,PAY/SALARY,,4442.86,2018-08-27,M,27,,,2018-08-27 13:00:00+00:00,1396.23,CUS-3180318393,credit,144.71,-37.58,,
posted,0,PAY/SALARY,,30444.74,2018-08-27,F,43,,,2018-08-27 13:00:00+00:00,664.43,CUS-3255104878,credit,145.35,-38.03,,
posted,0,PAY/SALARY,,2587.71,2018-08-27,F,24,,,2018-08-27 13:00:00+00:00,1059.84,CUS-3378712515,credit,145.45,-37.74,,
posted,0,PAY/SALARY,,6609.23,2018-08-27,M,19,,,2018-08-27 13:00:00+00:00,990.55,CUS-443776336,credit,115.98,-32.07,,
posted,0,PAYMENT,,52014.69,2018-08-27,M,38,,,2018-08-27 13:00:00+00:00,198.0,CUS-495599312,debit,130.98,-12.49,,
authorized,1,POS,357ed478-5937-4843-b53b-c3c68cfa26c4,2148.74,2018-08-27,F,21,Newrybar,NSW,2018-08-27 13:15:07+00:00,13.41,CUS-809013380,debit,114.62,-28.80,153.53,-28.72
authorized,1,SALES-POS,0097a400-1f29-4dc5-80fd-72efda13ce03,3720.3,2018-08-27,F,24,Forrestfield,WA,2018-08-27 13:39:30+00:00,17.8,CUS-423725039,debit,116.00,-31.88,116.01,-31.99
posted,0,PAYMENT,,8034.32,2018-08-27,M,21,,,2018-08-27 14:00:00+00:00,40.0,CUS-1117979751,debit,115.81,-31.82,,
posted,0,PAY/SALARY,,7125.16,2018-08-27,M,40,,,2018-08-27 14:00:00+00:00,2280.36,CUS-2031327464,credit,151.23,-33.96,,
posted,0,PAYMENT,,32522.16,2018-08-27,M,28,,,2018-08-27 14:00:00+00:00,20.0,CUS-2663907001,debit,151.12,-33.89,,
posted,0,INTER BANK,,58041.23,2018-08-27,M,33,,,2018-08-27 14:00:00+00:00,157.0,CUS-3117610635,debit,145.13,-37.70,,
posted,0,PAYMENT,,2036.61,2018-08-27,M,23,,,2018-08-27 14:00:00+00:00,165.0,CUS-511326734,debit,150.90,-34.37,,
posted,0,PAY/SALARY,,5188.27,2018-08-27,F,30,,,2018-08-27 14:00:00+00:00,1636.72,CUS-55310383,credit,149.83,-29.47,,
authorized,0,SALES-POS,b0a6a7f9-b9c9-45b3-ac1b-eaf2e65a141c,1435.4,2018-08-27,F,26,Kalbarri,WA,2018-08-27 14:04:06+00:00,3.95,CUS-2487424745,debit,153.41,-27.95,114.17,-27.71
authorized,1,SALES-POS,12a1e4a6-4d48-4984-9afe-c16a4c1f623d,403.69,2018-08-27,M,25,Cobram,VIC,2018-08-27 14:29:44+00:00,28.77,CUS-2178051368,debit,145.73,-17.03,145.64,-35.92
authorized,1,SALES-POS,87671a02-681f-463e-a72c-6d269de9ea1b,4047.05,2018-08-27,F,20,Northmead,NSW,2018-08-27 14:55:23+00:00,26.97,CUS-164374203,debit,150.68,-33.79,151,-33.79
posted,0,INTER BANK,,3412.73,2018-08-27,F,30,,,2018-08-27 15:00:00+00:00,55.0,CUS-1271030853,debit,145.04,-37.85,,
posted,0,PAYMENT,,5581.52,2018-08-27,F,23,,,2018-08-27 15:00:00+00:00,22.0,CUS-2500783281,debit,145.01,-37.93,,
authorized,1,SALES-POS,36849d50-8b9e-4074-b907-e4ab21901ee2,5172.66,2018-08-27,F,30,Merrylands,NSW,2018-08-27 15:16:44+00:00,15.61,CUS-55310383,debit,149.83,-29.47,151,-33.84
authorized,1,POS,bcc12489-906b-442f-9df8-c57f6a58cc2c,1414.4,2018-08-27,F,26,Sydney,NSW,2018-08-27 15:37:08+00:00,21.0,CUS-2487424745,debit,153.41,-27.95,151.21,-33.87
authorized,1,POS,a56f0166-ac0a-4d85-9a55-2aa088b9e8f8,4013.65,2018-08-27,F,20,West Ryde,NSW,2018-08-27 15:57:33+00:00,33.4,CUS-164374203,debit,150.68,-33.79,151.09,-33.81
authorized,1,POS,958da525-af63-4261-b326-2284eae8bfd0,2579.84,2018-08-27,F,24,South Yarra,VIC,2018-08-27 16:25:52+00:00,7.87,CUS-3378712515,debit,145.45,-37.74,145,-37.84
authorized,1,POS,6989c34c-4fb7-425b-8f94-e708d2317ba4,4553.06,2018-08-27,M,20,Thornleigh,NSW,2018-08-27 16:55:17+00:00,12.8,CUS-2688605418,debit,151.22,-33.87,151.07,-33.74
posted,0,PAY/SALARY,,55207.57,2018-08-27,M,19,,,2018-08-27 17:00:00+00:00,2854.74,CUS-1609060617,credit,115.90,-31.92,,
posted,0,PAYMENT,,62289.22,2018-08-27,M,40,,,2018-08-27 17:00:00+00:00,76.0,CUS-1816693151,debit,115.83,-31.90,,
posted,0,PAYMENT,,5109.95,2018-08-27,F,19,,,2018-08-27 17:00:00+00:00,36.0,CUS-1928710999,debit,145.15,-37.76,,
posted,0,PAY/SALARY,,36576.93,2018-08-27,M,28,,,2018-08-27 17:00:00+00:00,4054.77,CUS-2663907001,credit,151.12,-33.89,,
posted,0,PAYMENT,,2526.84,2018-08-27,F,24,,,2018-08-27 17:00:00+00:00,53.0,CUS-3378712515,debit,145.45,-37.74,,
authorized,0,POS,da68404b-0d95-42e0-aa2e-0a8149d9efe9,7141.82,2018-08-27,F,19,Blacktown,NSW,2018-08-27 17:27:05+00:00,20.56,CUS-883482547,debit,150.82,-34.01,150.91,-33.78
authorized,1,SALES-POS,c9744c93-e984-40f0-82b4-aa09b945fe50,2820.89,2018-08-27,F,47,Wollongong,NSW,2018-08-27 17:59:21+00:00,33.97,CUS-3716701010,debit,115.72,-32.28,150.89,-34.43
posted,0,PAYMENT,,1276.94,2018-08-27,F,43,,,2018-08-27 18:00:00+00:00,189.0,CUS-2599279756,debit,142.77,-37.06,,
authorized,1,POS,cfa1bc70-2600-4842-bcd7-0443e30bfee4,15713.1,2018-08-27,M,24,Coorparoo,QLD,2018-08-27 18:33:47+00:00,14.15,CUS-51506836,debit,152.99,-27.49,153.05,-27.5
posted,0,PAYMENT,,6954.8,2018-08-27,M,18,,,2018-08-27 19:00:00+00:00,55.0,CUS-3336454548,debit,153.41,-28.01,,
authorized,1,SALES-POS,bb7006de-3d66-489a-bd1f-952cdadc6840,10223.38,2018-08-27,M,28,Cambridge,TAS,2018-08-27 19:10:26+00:00,10.5,CUS-4023861240,debit,147.63,-22.84,147.51,-42.84
authorized,1,POS,4486cfb1-b6f7-466b-9473-561db42f46d5,4033.67,2018-08-27,F,20,Alexandria,NSW,2018-08-27 19:53:54+00:00,44.99,CUS-127297539,debit,115.79,-31.79,151.2,-33.9
posted,0,PAYMENT,,4128.91,2018-08-27,M,69,,,2018-08-27 20:00:00+00:00,64.0,CUS-1388323263,debit,144.96,-37.76,,
posted,0,PAYMENT,,107451.34,2018-08-27,M,42,,,2018-08-27 20:00:00+00:00,33.0,CUS-2819545904,debit,148.16,-23.52,,
posted,0,PAYMENT,,2059.47,2018-08-27,F,18,,,2018-08-27 20:00:00+00:00,61.0,CUS-3702001629,debit,153.09,-27.48,,
authorized,1,POS,cfa55f6c-bcbd-41c6-ad2f-a311bba78f74,8597.44,2018-08-27,M,43,Melbourne,VIC,2018-08-27 20:16:51+00:00,9.81,CUS-3142625864,debit,145.16,-37.84,144.96,-37.81
authorized,1,POS,162b53e8-7a5c-4ca6-9e23-e05526f7313b,2896.26,2018-08-27,F,27,Beechboro,WA,2018-08-27 20:36:28+00:00,12.74,CUS-3026014945,debit,116.06,-32.00,115.95,-31.87
authorized,1,POS,32a4151d-1ae3-4037-a011-9711e3214134,3047.48,2018-08-27,F,40,South Toowoomba,QLD,2018-08-27 20:56:04+00:00,12.8,CUS-1614226872,debit,153.10,-27.66,151.95,-27.57
posted,0,INTER BANK,,5222.29,2018-08-27,F,34,,,2018-08-27 21:00:00+00:00,152.0,CUS-4142663097,debit,130.90,-12.37,,
authorized,1,POS,6a478059-ed0e-48ce-a825-e7474d269678,3022.78,2018-08-27,F,40,Brisbane City,QLD,2018-08-27 21:10:07+00:00,24.7,CUS-1614226872,debit,153.10,-27.66,153.03,-27.47
authorized,0,SALES-POS,438fdb3a-9c2c-45ac-9583-f138420f0d18,1348.13,2018-08-27,M,38,Kadina,SA,2018-08-27 21:22:47+00:00,25.39,CUS-2142601169,debit,151.23,-33.94,137.72,-33.96
authorized,0,SALES-POS,bc260cad-0f4a-414f-beda-45e56027380b,2200.08,2018-08-27,M,31,Heathcote,NSW,2018-08-27 21:35:26+00:00,13.6,CUS-3129499595,debit,150.92,-33.77,151.01,-34.09
authorized,1,SALES-POS,7233bf62-03fc-4889-861e-83c4bb3aff13,2120.01,2018-08-27,F,21,Casino,NSW,2018-08-27 21:48:06+00:00,28.73,CUS-809013380,debit,114.62,-28.80,153.04,-28.86
posted,0,PAYMENT,,6578.23,2018-08-27,M,19,,,2018-08-27 22:00:00+00:00,31.0,CUS-443776336,debit,115.98,-32.07,,
authorized,1,SALES-POS,48541d51-046c-4ffc-a0fe-146be5de2ff2,4514.98,2018-08-27,M,20,Lane Cove,NSW,2018-08-27 22:01:18+00:00,38.08,CUS-2688605418,debit,151.22,-33.87,151.17,-33.81
authorized,1,SALES-POS,9a658f0a-e753-4367-befe-950ff80f40af,107401.35,2018-08-27,M,42,Gundagai,NSW,2018-08-27 22:23:02+00:00,49.99,CUS-2819545904,debit,148.16,-23.52,148.09,-35.08
authorized,1,SALES-POS,07302d5b-4c80-4fd3-9db9-dcc4e673732d,107347.52,2018-08-27,M,42,Emerald,QLD,2018-08-27 22:44:46+00:00,53.83,CUS-2819545904,debit,148.16,-23.52,148.17,-23.53
posted,0,PAYMENT,,2838.83,2018-08-27,M,26,,,2018-08-27 23:00:00+00:00,84.0,CUS-1646621553,debit,115.78,-31.90,,
posted,0,PAYMENT,,7429.77,2018-08-27,F,19,,,2018-08-27 23:00:00+00:00,88.0,CUS-3174332735,debit,144.66,-37.91,,
posted,0,PAYMENT,,3576.09,2018-08-27,M,37,,,2018-08-27 23:00:00+00:00,135.0,CUS-3201519139,debit,149.19,-21.15,,
posted,0,PAYMENT,,6651.31,2018-08-27,M,26,,,2018-08-27 23:00:00+00:00,61.0,CUS-880898248,debit,144.89,-37.69,,
authorized,1,SALES-POS,8468fd72-60c4-45aa-a49c-4129f51bf0c7,3011.4,2018-08-27,F,40,Saint Lucia,QLD,2018-08-27 23:24:59+00:00,11.38,CUS-1614226872,debit,153.10,-27.66,153.02,-27.5
authorized,0,POS,60268e27-530a-4d30-bb9d-9b01072f1cf9,2110.39,2018-08-28,F,21,Alstonville,NSW,2018-08-28 01:01:19+00:00,9.62,CUS-809013380,debit,114.62,-28.80,153.44,-28.84
authorized,1,SALES-POS,8390a7a1-b9cd-4d86-9b06-a5229b2abf30,2995.81,2018-08-28,F,40,Brisbane City,QLD,2018-08-28 01:34:39+00:00,15.59,CUS-1614226872,debit,153.10,-27.66,153.03,-27.47
posted,0,PAYMENT,,7672.22,2018-08-28,M,39,,,2018-08-28 02:00:00+00:00,82.0,CUS-1790886359,debit,145.17,-37.84,,
posted,0,INTER BANK,,1394.4,2018-08-28,F,26,,,2018-08-28 02:00:00+00:00,20.0,CUS-2487424745,debit,153.41,-27.95,,
authorized,1,SALES-POS,57865c1f-5a8e-41d3-8086-f1b7650cd26c,3666.56,2018-08-28,F,24,Balcatta,WA,2018-08-28 02:17:08+00:00,53.74,CUS-423725039,debit,116.00,-31.88,115.82,-31.86
posted,0,INTER BANK,,7895.77,2018-08-28,F,35,,,2018-08-28 03:00:00+00:00,17.0,CUS-2155701614,debit,144.96,-37.84,,
posted,0,PHONE BANK,,7716.32,2018-08-28,M,29,,,2018-08-28 03:00:00+00:00,43.0,CUS-261674136,debit,121.48,-30.75,,
posted,0,INTER BANK,,3323.22,2018-08-28,F,21,,,2018-08-28 04:00:00+00:00,20.0,CUS-134193016,debit,145.06,-37.95,,
posted,0,PAYMENT,,36546.93,2018-08-28,M,28,,,2018-08-28 04:00:00+00:00,30.0,CUS-2663907001,debit,151.12,-33.89,,
authorized,1,POS,ff07af80-5a16-4b43-9ce9-d471b3d0daf1,1333.37,2018-08-28,M,38,Sydney,NSW,2018-08-28 04:22:39+00:00,14.76,CUS-2142601169,debit,151.23,-33.94,151.08,-33.93
posted,0,INTER BANK,,11593.03,2018-08-28,M,38,,,2018-08-28 05:00:00+00:00,42.0,CUS-1478398256,debit,143.88,-37.66,,
posted,0,INTER BANK,,3585.11,2018-08-28,F,21,,,2018-08-28 05:00:00+00:00,173.0,CUS-325142416,debit,130.84,-12.45,,
posted,0,PAYMENT,,5202.29,2018-08-28,F,34,,,2018-08-28 05:00:00+00:00,20.0,CUS-4142663097,debit,130.90,-12.37,,
posted,0,PAYMENT,,7594.76,2018-08-28,F,39,,,2018-08-28 06:00:00+00:00,21.0,CUS-2376382098,debit,151.04,-33.80,,
posted,0,INTER BANK,,3428.09,2018-08-28,M,37,,,2018-08-28 06:00:00+00:00,148.0,CUS-3201519139,debit,149.19,-21.15,,
posted,0,PAYMENT,,6981.82,2018-08-28,F,19,,,2018-08-28 06:00:00+00:00,160.0,CUS-883482547,debit,150.82,-34.01,,
authorized,1,POS,ecc5b9df-b406-4131-827f-2414533885dc,2799.68,2018-08-28,F,47,Waikiki,WA,2018-08-28 06:43:19+00:00,21.21,CUS-3716701010,debit,115.72,-32.28,115.75,-32.32
posted,0,PAYMENT,,9138.2,2018-08-28,M,20,,,2018-08-28 07:00:00+00:00,39.0,CUS-2110742437,debit,138.56,-35.27,,
posted,0,PAYMENT,,5276.91,2018-08-28,M,20,,,2018-08-28 07:00:00+00:00,34.0,CUS-2484453271,debit,145.23,-37.86,,
posted,0,PAYMENT,,1358.4,2018-08-28,F,26,,,2018-08-28 07:00:00+00:00,36.0,CUS-2487424745,debit,153.41,-27.95,,
authorized,1,POS,55b0b1fe-4776-4af2-9527-d89b201f16bf,2985.6,2018-08-28,F,40,Chermside,QLD,2018-08-28 07:56:14+00:00,10.21,CUS-1614226872,debit,153.10,-27.66,153.03,-27.38
posted,0,PAYMENT,,17933.73,2018-08-28,F,34,,,2018-08-28 08:00:00+00:00,177.0,CUS-1196156254,debit,138.52,-35.01,,
posted,0,PAYMENT,,7859.77,2018-08-28,F,35,,,2018-08-28 08:00:00+00:00,36.0,CUS-2155701614,debit,144.96,-37.84,,
posted,0,PAYMENT,,9272.19,2018-08-28,M,35,,,2018-08-28 08:00:00+00:00,93.0,CUS-2738291516,debit,153.02,-27.66,,
authorized,1,SALES-POS,615600a8-fe3c-42f9-9332-5dbc336daa50,9523.03,2018-08-28,M,35,Armidale,NSW,2018-08-28 08:19:34+00:00,23.38,CUS-1896554896,debit,151.68,-32.98,151.67,-30.51
authorized,1,POS,9d59bd81-7a2e-4c7e-8a1c-09032217662f,58020.53,2018-08-28,M,33,Melbourne,VIC,2018-08-28 08:40:24+00:00,20.7,CUS-3117610635,debit,145.13,-37.70,144.96,-37.81
posted,0,PAYMENT,,4025.69,2018-08-28,M,22,,,2018-08-28 09:00:00+00:00,106.0,CUS-2283904812,debit,145.03,-37.88,,
posted,0,INTER BANK,,36517.93,2018-08-28,M,28,,,2018-08-28 09:00:00+00:00,29.0,CUS-2663907001,debit,151.12,-33.89,,
posted,0,PAYMENT,,6927.82,2018-08-28,F,19,,,2018-08-28 09:00:00+00:00,54.0,CUS-883482547,debit,150.82,-34.01,,
authorized,1,SALES-POS,37cd09c5-f238-4d32-8a60-03755b38b744,2102.13,2018-08-28,F,21,Mansfield,QLD,2018-08-28 09:00:14+00:00,8.26,CUS-809013380,debit,114.62,-28.80,153.1,-27.53
authorized,1,POS,82ffa8d8-c0ab-444f-90fc-c9003f92e7a6,3655.65,2018-08-28,F,24,Northbridge,WA,2018-08-28 09:04:16+00:00,10.91,CUS-423725039,debit,116.00,-31.88,115.86,-31.95
authorized,1,SALES-POS,8ca8ce61-1e0b-4bac-80ba-201190896c37,1327.43,2018-08-28,M,38,Revesby,NSW,2018-08-28 09:08:18+00:00,5.94,CUS-2142601169,debit,151.23,-33.94,151.02,-33.95
authorized,1,SALES-POS,6b519c78-9dc0-4911-9135-4594ff253217,10158.66,2018-08-28,M,28,Middlemount,QLD,2018-08-28 09:12:20+00:00,64.72,CUS-4023861240,debit,147.63,-22.84,148.7,-22.81
authorized,0,SALES-POS,04e58626-ce51-4a2a-bc19-6a0862228acf,2311.66,2018-08-28,M,24,Dandenong,VIC,2018-08-28 09:16:22+00:00,19.97,CUS-1433879684,debit,145.00,-37.83,145.22,-37.99
authorized,1,SALES-POS,6c84c219-96ea-4c6f-9de5-0a28bcaec62f,6562.78,2018-08-28,M,19,Rainbow Flat,NSW,2018-08-28 09:20:24+00:00,15.45,CUS-443776336,debit,115.98,-32.07,152.47,-32.01
authorized,0,SALES-POS,df955769-9e51-4c5f-995d-70b40b0dacd4,385.73,2018-08-28,M,25,Mount Waverley,VIC,2018-08-28 09:24:26+00:00,17.96,CUS-2178051368,debit,145.73,-17.03,145.13,-37.88
authorized,1,POS,08f3e3e9-7877-4b52-ae5c-72670002b78b,9151.79,2018-08-28,M,23,Bella Vista,NSW,2018-08-28 09:28:28+00:00,12.48,CUS-1462656821,debit,151.27,-33.76,150.95,-33.73
authorized,1,POS,44abc19c-aa5c-40bd-b1d0-9b2f236189ea,1348.67,2018-08-28,F,26,Bundall,QLD,2018-08-28 09:32:29+00:00,9.73,CUS-2487424745,debit,153.41,-27.95,153.41,-28.01
authorized,1,POS,1fd2c765-a10e-4108-b8d7-5a0aee909226,2384.03,2018-08-28,M,21,West Wodonga,VIC,2018-08-28 09:36:31+00:00,559.33,CUS-537508723,debit,147.08,-37.97,146.87,-36.11
authorized,1,POS,80eaa491-4de7-494a-9f11-afb64ff1dbfa,5096.91,2018-08-28,F,19,Macleod,VIC,2018-08-28 09:40:33+00:00,13.04,CUS-1928710999,debit,145.15,-37.76,145.07,-37.73
authorized,1,POS,eff24725-7bf4-4609-b729-a5cb67288f3d,1302.84,2018-08-28,M,38,Padstow,NSW,2018-08-28 09:44:35+00:00,24.59,CUS-2142601169,debit,151.23,-33.94,151.04,-33.94
authorized,1,SALES-POS,a336bf1c-1a4c-4848-8b0d-ee3122510a32,5657.67,2018-08-28,F,34,Haymarket,NSW,2018-08-28 09:48:37+00:00,15.39,CUS-1147642491,debit,151.04,-33.77,151.21,-33.88
authorized,0,SALES-POS,e99b6b59-5e0b-41bd-96f3-d68537fb3fa9,2298.6,2018-08-28,M,24,Melbourne,VIC,2018-08-28 09:52:39+00:00,13.06,CUS-1433879684,debit,145.00,-37.83,144.96,-37.81
authorized,1,SALES-POS,8d7196ad-1377-4169-b035-42cbf36a7907,6933.41,2018-08-28,M,18,Helensvale,QLD,2018-08-28 09:56:41+00:00,21.39,CUS-3336454548,debit,153.41,-28.01,153.34,-27.93
authorized,1,SALES-POS,909f941c-5b52-462e-bfe0-f1922f63ff18,1328.09,2018-08-28,F,26,Toowoomba,QLD,2018-08-28 10:01:46+00:00,20.58,CUS-2487424745,debit,153.41,-27.95,151.96,-27.55
authorized,1,SALES-POS,21496c3f-0761-4e48-8d58-c0ab87743aeb,6558.92,2018-08-28,M,19,Hallidays Point,NSW,2018-08-28 10:11:40+00:00,3.86,CUS-443776336,debit,115.98,-32.07,152.54,-32.07
authorized,1,SALES-POS,116a4a48-eb6b-4ff8-8898-e758c2d5e379,6708.78,2018-08-28,M,52,Beeliar,WA,2018-08-28 10:21:35+00:00,10.22,CUS-134833760,debit,116.02,-31.87,115.8,-32.13
authorized,0,SALES-POS,de57c45e-87e6-433d-a756-d3d76be32150,6896.46,2018-08-28,F,19,Merrylands,NSW,2018-08-28 10:31:29+00:00,31.36,CUS-883482547,debit,150.82,-34.01,150.99,-33.84
authorized,1,SALES-POS,3e111141-2bd3-4035-b228-64c2e2092109,17918.63,2018-08-28,F,34,Albany,WA,2018-08-28 10:41:23+00:00,15.1,CUS-1196156254,debit,138.52,-35.01,117.88,-35.02
authorized,1,SALES-POS,155b0711-026f-464e-9640-d38da87add09,6892.78,2018-08-28,F,19,Penrith,NSW,2018-08-28 10:51:17+00:00,3.68,CUS-883482547,debit,150.82,-34.01,150.7,-33.75
posted,0,PAYMENT,,7814.77,2018-08-28,F,35,,,2018-08-28 11:00:00+00:00,45.0,CUS-2155701614,debit,144.96,-37.84,,
authorized,1,POS,d7cf976a-7c9c-453a-9fdf-ece9ecb9a484,1277.5,2018-08-28,M,38,Clinton,QLD,2018-08-28 11:01:02+00:00,25.34,CUS-2142601169,debit,151.23,-33.94,151.22,-23.88
authorized,1,SALES-POS,7cbc7858-b82d-4ba3-884f-be894d456fb2,15693.17,2018-08-28,M,24,Clayfield,QLD,2018-08-28 11:09:39+00:00,19.93,CUS-51506836,debit,152.99,-27.49,153.06,-27.42
authorized,0,SALES-POS,a25d7bfa-76a9-475d-9251-c73b1f14b4bc,10117.14,2018-08-28,M,28,Ultimo,NSW,2018-08-28 11:18:16+00:00,41.52,CUS-4023861240,debit,147.63,-22.84,151.2,-33.88
authorized,1,POS,358e6a17-3f2d-4023-803d-b63b201c583e,3577.75,2018-08-28,F,21,Eaton,NT,2018-08-28 11:26:53+00:00,7.36,CUS-325142416,debit,130.84,-12.45,130.88,-12.41
authorized,1,SALES-POS,0de8b8cd-30e0-4b7f-96e2-7120d692a587,15683.89,2018-08-28,M,24,Nundah,QLD,2018-08-28 11:35:31+00:00,9.28,CUS-51506836,debit,152.99,-27.49,153.07,-27.4
authorized,0,SALES-POS,ca8118bd-cc76-4c17-8b06-d59faafbe4ef,2500.06,2018-08-28,F,24,Mooroolbark,VIC,2018-08-28 11:44:08+00:00,26.78,CUS-3378712515,debit,145.45,-37.74,145.31,-37.79
authorized,0,POS,769e1f46-30a6-4d5f-8054-d11d357e200d,4027.7,2018-08-28,F,20,Nedlands,WA,2018-08-28 11:52:45+00:00,5.97,CUS-127297539,debit,115.79,-31.79,115.81,-31.97
posted,0,PAYMENT,,3961.91,2018-08-28,M,69,,,2018-08-28 12:00:00+00:00,167.0,CUS-1388323263,debit,144.96,-37.76,,
posted,0,PAY/SALARY,,10258.01,2018-08-28,F,35,,,2018-08-28 12:00:00+00:00,2443.24,CUS-2155701614,credit,144.96,-37.84,,
posted,0,PAY/SALARY,,60739.04,2018-08-28,M,33,,,2018-08-28 12:00:00+00:00,2718.51,CUS-3117610635,credit,145.13,-37.70,,
authorized,1,SALES-POS,6ec641b3-30d9-493e-ad0b-1aef39b6e7c7,2267.73,2018-08-28,M,24,Rockbank,VIC,2018-08-28 12:03:33+00:00,30.87,CUS-1433879684,debit,145.00,-37.83,144.63,-37.7
authorized,1,POS,dacaaef6-b43a-47b9-8873-30b83f7e7661,6874.35,2018-08-28,F,19,Dapto,NSW,2018-08-28 12:25:46+00:00,18.43,CUS-883482547,debit,150.82,-34.01,150.8,-34.49
authorized,1,POS,1c507e4f-e0cb-424a-9ee4-ac3a102707cc,2977.88,2018-08-28,F,40,Toowong,QLD,2018-08-28 12:47:59+00:00,7.72,CUS-1614226872,debit,153.10,-27.66,152.99,-27.48
posted,0,PAY/SALARY,,3183.94,2018-08-28,M,31,,,2018-08-28 13:00:00+00:00,996.24,CUS-3129499595,credit,150.92,-33.77,,
posted,0,PAYMENT,,3231.09,2018-08-28,M,37,,,2018-08-28 13:00:00+00:00,197.0,CUS-3201519139,debit,149.19,-21.15,,
posted,0,PAY/SALARY,,16233.77,2018-08-28,M,42,,,2018-08-28 13:00:00+00:00,1757.81,CUS-3395687666,credit,149.03,-35.25,,
authorized,1,POS,fdbf07b8-a347-4dc1-9953-4aadee511d3a,42769.3,2018-08-28,M,22,Melbourne,VIC,2018-08-28 13:09:59+00:00,12.46,CUS-3462882033,debit,145.03,-37.91,144.96,-37.81
authorized,0,SALES-POS,63664ebd-b860-4f15-86d4-1c43abdcf61d,2187.7,2018-08-28,M,31,Bowral,NSW,2018-08-28 13:31:44+00:00,12.38,CUS-3129499595,debit,150.92,-33.77,150.42,-34.48
authorized,1,POS,f0e656b5-fcfc-44a1-b297-29826efcb2a4,3204.12,2018-08-28,F,25,Berwick,VIC,2018-08-28 13:53:28+00:00,22.89,CUS-1669695324,debit,115.74,-31.72,145.33,-38.02
posted,0,PAYMENT,,17879.63,2018-08-28,F,34,,,2018-08-28 14:00:00+00:00,39.0,CUS-1196156254,debit,138.52,-35.01,,
posted,0,PAY/SALARY,,2646.08,2018-08-28,F,18,,,2018-08-28 14:00:00+00:00,761.33,CUS-1842679196,credit,138.61,-34.89,,
posted,0,PAYMENT,,4414.86,2018-08-28,M,27,,,2018-08-28 14:00:00+00:00,28.0,CUS-3180318393,debit,144.71,-37.58,,
posted,0,PAY/SALARY,,3139.2,2018-08-28,F,21,,,2018-08-28 14:00:00+00:00,1037.07,CUS-809013380,credit,114.62,-28.80,,
authorized,0,POS,f14b8e90-2e94-4249-841f-a8a16cb1f88e,5950.68,2018-08-28,M,44,Eltham,VIC,2018-08-28 14:10:08+00:00,31.62,CUS-1892177589,debit,144.79,-37.73,145.15,-37.72
authorized,0,SALES-POS,76931b68-8dd8-47c4-98b6-690f1908713a,11560.23,2018-08-28,M,38,Roxburgh Park,VIC,2018-08-28 14:24:38+00:00,32.8,CUS-1478398256,debit,143.88,-37.66,144.93,-37.64
